name,division,class_name,order_name,family,sub_family,tribe,genus,authority
exaltata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4053
exserta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4097
fernaldii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4194
filiformis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4261
floridensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4412
fujiana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4582
fusca,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4615
globosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4855
glomerata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a4868
heterochaeta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a5263
hirsuta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a5336
holoschoenoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a5405
inundata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a5768
leae,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a6292
longisetis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a6679
macrostachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a6862
marisculus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a6983
megapotamica,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a7078
microcarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a7173
nervosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a7746
obtusa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a8035
odorata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a8115
perplexa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a8792
polyphylla,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9111
pterochaeta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9373
pubera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9389
pungens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9505
radicans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9708
rigida,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a9989
robusta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10037
rostrata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10092
rubra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10161
rugosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10196
scirpoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10466
scutellata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10513
setigera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a10694
stolonifera,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11168
subtenuifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11353
tenerrima,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11538
tenuis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11589
tracyi,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11839
trichodes,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11867
trispicata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a11970
velutina,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Rhynchospora,a12233
articulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectiella,a839
laevis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectiella,a6050
americanus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a455
articulatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a845
californicus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a1868
dissachantha,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a3518
fluviatilis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a4433
lineolatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a6532
litoralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a6568
mucronatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a7506
paludicola,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a8392
praelongatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a9193
pungens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a9506
subterminalis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a11354
tabernaemontani,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a11473
triqueter,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a11961
validus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoplectus,a12186
perdensum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenoxiphium,a8763
andinus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a504
antarcticus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a615
apogon,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a661
asperocarpus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a909
bifidus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1435
breviculmis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1649
breviflorus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1656
brevifolius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1676
brevisetis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1697
caespititius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1831
calostachyus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1882
calyptratus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a1907
centralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a2199
cruentus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a2930
curvifolius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a3053
curvulus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a3058
discifer,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a3493
efoliatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a3736
ericetorum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a3927
evansianus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a4046
falcatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a4132
fluitans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a4426
imberbis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a5576
kennyi,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a5951
laevigatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a6042
lepidosperma,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a6335
maschalinus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7016
melanostachys,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7108
moorei,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7470
multiglumis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7583
nanus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7684
nigricans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7784
nitens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a7802
obtusifolius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a8058
ornithopodioides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a8265
paludosus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a8406
rodwayanus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a10056
scabripes,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a10401
sculptus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a10511
sparteus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a10879
subaphyllus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a11289
trachycarpus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a11828
turbinatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a12030
vaginatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a12178
villosus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a12366
yarrabensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Schoenus,a12682
ghaeri,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpodendron,a4690
dioecus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpoides,a3462
americanus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a456
artrovirens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a847
atrocinctus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a950
burkei,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a1782
cernuus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a2228
cyperinus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a3111
fuirenoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a4581
hallii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a5163
inundatus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a5769
juncoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a5916
microcarpus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a7184
peckii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a8664
polystachyus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a9131
pungens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a9507
sylvaticus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a11449
tabernaemontani,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a11474
triqueter,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scirpus,a11962
bracteata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a1615
brownii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a1727
ciliaris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a2347
comosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a2555
cyperina,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a3110
distans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a3535
lacustris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6022
latifolia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6197
leptostachya,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6389
levis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6432
lingulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6534
lithosperma,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6566
mackaviensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a6797
melaleuca,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a7091
microcarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a7174
mitis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a7336
novae-hollandiae,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a7891
ovinux,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a8316
panicoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a8440
plusiophila,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9058
plusiophylla,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9059
polycarpa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9087
purpurascens,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9529
pygmaea,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9585
reticularis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a9882
rugosa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a10197
scabra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a10389
secans,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a10519
sphacelata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a10934
terrestris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a11642
variegata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a12212
verticillata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Scleria,a12303
erinaceus,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Sphaerocyperus,a3952
bolusii,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a1541
bromoides,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a1713
capillaris,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a2049
casespititius,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a2143
compar,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a2570
cuspidata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a3060
eximia,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a4092
fasciata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a4147
fimbriolata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a4294
microstachys,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a7237
octandra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a8095
picta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a8890
ustulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetraria,a12151
octandra,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tetrariopsis,a8096
sumatranum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Thoracostachyum,a11406
odoratum,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Torulinium,a8127
stradbrokensis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Trachystylis,a11173
solitarita,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Trianoptiles,a10857
compressa,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tricostularia,a2583
pauciflora,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tricostularia,a8630
undulata,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Tricostularia,a12107
compacta,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Uncinia,a2563
lechleriana,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Uncinia,a6296
nemoralis,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Uncinia,a7716
tenella,Div2,Cls6,Cyperaceaeord,Cyperaceae,,,Uncinia,a11526
brevifolia,Div3,Cls6,Cyrtopodaceaeord,Cyrtopodaceae,,,Bescherellia,a1662
roxburghii,Div3,Cls6,Daphniphyllaceaeord,Daphniphyllaceae,,,Daphniphyllum,a10130
cyanea,Div3,Cls6,Dasypogonaceaeord,Dasypogonaceae,,,Calectasia,a3068
intermedia,Div3,Cls6,Dasypogonaceaeord,Dasypogonaceae,,,Calectasia,a5738
bromeliifolius,Div3,Cls6,Dasypogonaceaeord,Dasypogonaceae,,,Dasypogon,a1711
australis,Div3,Cls6,Dasypogonaceaeord,Dasypogonaceae,,,Kingia,a1115
beckleri,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Arthropteris,a1337
palisotii,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Arthropteris,a8359
repens,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Arthropteris,a9844
tenella,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Arthropteris,a11527
pyxidata,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Davallia,a9605
repens,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Davallia,a9845
solida,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Davallia,a10856
cordifolia,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Nephrolepis,a2728
exaltata,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Nephrolepis,a4054
hirsutula,Div3,Cls6,Davalliaceaeord,Davalliaceae,,,Nephrolepis,a5347
longifolia,Div3,Cls6,Dawsoniaceaeord,Dawsoniaceae,,,Dawsonia,a6632
longiseta,Div3,Cls6,Dawsoniaceaeord,Dawsoniaceae,,,Dawsonia,a6678
polytrichoides,Div3,Cls6,Dawsoniaceaeord,Dawsoniaceae,,,Dawsonia,a9136
pulchra,Div3,Cls6,Dawsoniaceaeord,Dawsoniaceae,,,Dawsonia,a9446
superba,Div3,Cls6,Dawsoniaceaeord,Dawsoniaceae,,,Dawsonia,a11412
davallioides,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Dennstaedtia,a3157
punctilobula,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Dennstaedtia,a9498
incisa,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Histiopteris,a5627
glandulifera,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Hypolepis,a4782
muelleri,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Hypolepis,a7523
rugosula,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Hypolepis,a10204
tenuifolia,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Hypolepis,a11559
novae-zealandiae,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Leptolepia,a7899
tripinnata,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Oenotrichia,a11955
scaberula,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Paesia,a10382
aquilinum,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Pteridium,a687
esculentum,Div3,Cls6,Dennstaedtiaceaeord,Dennstaedtiaceae,,,Pteridium,a4001
incana,Div3,Cls6,Deuteromycotaord,Deuteromycota,,,Lepraria,a5608
pulchella,Div3,Cls6,Deuteromycotaord,Deuteromycota,,,Normandina,a9422
vermicularis,Div3,Cls6,Deuteromycotaord,Deuteromycota,,,Thamnolina,a12269
lapponica,Div3,Cls6,Diapensiaceaeord,Diapensiaceae,,,Diapensia,a6161
barometz,Div3,Cls6,Dicksoniaceaeord,Dicksoniaceae,,,Cibotium,a1298
antarctica,Div3,Cls6,Dicksoniaceaeord,Dicksoniaceae,,,Dicksonia,a610
fibrosa,Div3,Cls6,Dicksoniaceaeord,Dicksoniaceae,,,Dicksonia,a4219
herbertii,Div3,Cls6,Dicksoniaceaeord,Dicksoniaceae,,,Dicksonia,a5255
youngiae,Div3,Cls6,Dicksoniaceaeord,Dicksoniaceae,,,Dicksonia,a12690
semicryptum,Div3,Cls6,Dicnemonaceaeord,Dicnemonaceae,,,Dicnemon,a10553
muelleri,Div3,Cls6,Dicnemonaceaeord,Dicnemonaceae,,,Eucamptodon,a7524
forquatus,Div3,Cls6,Dicranaceaeord,Dicranaceae,,,Campylopus,a4488
introflexus,Div3,Cls6,Dicranaceaeord,Dicranaceae,,,Campylopus,a5763
pallidum,Div3,Cls6,Dicranaceaeord,Dicranaceae,,,Dicnemoloma,a8376
dicarpum,Div3,Cls6,Dicranaceaeord,Dicranaceae,,,Dicranoloma,a3374
candidum,Div3,Cls6,Dicranaceaeord,Dicranaceae,,,Leucobryum,a1992
lonicera,Div3,Cls6,Diervillaceaeord,Diervillaceae,,,Diervilla,a6691
acicularis,Div3,Cls6,Dillenaceaeord,Dillenaceae,,,Hibbertia,a49
bracteata,Div3,Cls6,Dillenaceaeord,Dillenaceae,,,Hibbertia,a1616
elata,Div3,Cls6,Dillenaceaeord,Dillenaceae,,,Hibbertia,a3750
incana,Div3,Cls6,Dillenaceaeord,Dillenaceae,,,Hibbertia,a5609
salicifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Adrastaea,a10274
alata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Dillenia,a256
acicularis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a50
acuminata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a105
aspera,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a895
astrotricha,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a931
aurea,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a990
australis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a1116
banksii,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a1262
bracteata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a1617
circumdans,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a2402
cistiflora,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a2408
cistoidea,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a2410
crinita,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a2893
dealbata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a3167
dentata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a3298
diffusa,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a3424
elata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a3751
empetrifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a3851
exutiacies,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a4108
fasciculata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a4157
glaberrima,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a4736
helianthemoides,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5222
hermanniifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5258
hexandra,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5300
huegelii,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5459
hypericoides,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5535
kaputarensis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a5938
laurana,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a6241
lepidota,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a6336
linearis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a6505
longifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a6633
melhanoides,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a7113
monogyna,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a7398
montana,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a7420
monticola,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a7451
obtusifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a8049
oligodonta,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a8181
paeninsularis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a8352
patens,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a8603
pedunculata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a8693
racemosa,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a9675
rhynchocalyx,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a9961
riparia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10013
rufa,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10176
salicifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10275
saligna,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10292
scandens,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10414
sericea,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10588
serpyllifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a10624
stricta,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a11209
tenuifolia,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a11560
tetrandra,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a11669
vaginata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12174
velutina,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12234
vestita,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12326
villosa,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12355
virgata,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12398
volubilis,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Hibbertia,a12517
complanatum,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Pachynema,a2577
diffusum,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Pachynema,a3430
dilatatum,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Pachynema,a3442
junceum,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Pachynema,a5905
sphenandrum,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Pachynema,a10956
nordtiana,Div3,Cls6,Dilleniaceaeord,Dilleniaceae,,,Tetracera,a7869
